name,location,description,link,price,operation,bedrooms,bathrooms,floor area (m2),land size (m2),latitude,longitude,img_url_1,coordinates_1,distance_1,ModelScores
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804530717.html,"₱19,651,000",buy,1,1,67,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804500739.html,"₱19,814,000",buy,1,1,67,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
"2BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/2br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804512816.html,"₱31,635,000",buy,2,2,106,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804466378.html,"₱20,542,000",buy,1,1,67,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804500040.html,"₱19,670,000",buy,1,1,67,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804511421.html,"₱19,785,000",buy,1,1,67,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-170804472211.html,"₱20,896,000",buy,1,1,66,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,3.45
"2BR Condo Unit for Sale in Ortigas CBD, Pasig | Residences at The Galleon (19H)","Ortigas CBD, Pasig","Note: TCP is inclusive of parking  The Galleon is a two-tower, mixed-use development of modern design having Offices and Residential spaces for sale, which is a unique offering within the heart of the Ortigas Central Business District. Residences at The Galleon is a collection of 43 floors of generous, luxury residential units comprised of 1- and 2-bedroom layouts crowned with 5 bi-level, penthouse suites on the top floor. Inside the residential tower, there are a multitude of amenities for every residents' enjoyment, from a relaxing swim at the lap pool to an intimate screening at the mini theater.  Moreover, the Offices and Residences sit on top of a retail podium with stores and cafes. Experience comfort, leisure, and entertainment right at your doorsteps. Welcome aboard Residences at The Galleon. We are a growing and thriving community that promotes completeness, innovation, sustainability, and quality. Not just built for visual impact, it is truly a home worthy of the most memorable individuals, couples, and families.    HLURB LTS No. 018 Turnover Date: 2028 Launched in 2020",https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-cbd-pasig-resid-170830607932.html,"₱38,727,000",buy,2,2,114,,14.583771,121.059675,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-BGwOXglEImZk4pHIf4Ty_9SK495earhjcgm2-baahmFcYhmdXu3ur2nONkkm5xTxlr0s3TQaDah0CuK-5eYGpBreiwo8Z3ynRbxCA_AiryllIg6TqYj6y4mpVGbIuNa5ESHC3LWeS9-407nDAC3Y?stp=s2048x1536&ccb=10-5&oh=00_AfBRxsaM39c1uc6HyVMj_VN8oN3Y0mdazBPrpbN2bFcMGg&oe=660D071B&_nc_sid=201bca,"(121.063841, 14.583712)",0.448957792,3.66
"1BR Condo Unit w/ Balcony for Sale in Oranbo, Pasig | The Empress at Capitol Commons ...","Oranbo, Pasig","Note: TCP is inclusive of parking  Situated directly in front of the Capitol Commons Park, Empress at Capitol Commons is a 56-storey tower that is part of the exclusive Capitol Commons residential block where everything you need is only a few steps away. Live, breathe, and take it easy in a space that embodies the true meaning of home--a sanctuary to call your own. Find joy in living within the heart of a bustling city and foster a sense of self and a sense of community through a space that has been designed with your well-being in mind. Stretch and grow, move and prance, rest and heal--Empress is a place where wellness comes first.   HLURB LTS No. 035163 Turnover Date: Q4 2026",https://www.lamudi.com.ph/1br-condo-unit-w-balcony-for-sale-in-oranbo-pasig-17080453340.html,"₱21,207,000",buy,1,1,66,,14.575822,121.064324,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-VnJXy5cVzpPwluqv6a-j5TLtfGaAxkHOPJvJZ6PnFuWnY1PK02qfM3A9chBpBWBSzjr_BaKsSfOEz3PNEM57ytitv95MAe_BhrVcq2oM5FWWzFQ6LmgbqzXVRNGA9LrejpFgY7-ai3-Njhp6EZA?stp=s2048x1152&ccb=10-5&oh=00_AfBDWFSKwH4gW5KbT9sXaHNE_IcIRBXb1ADoRtr2aYKzIQ&oe=660CE0F6&_nc_sid=201bca,"(121.064275, 14.575992)",0.019536665,4.01
"Studio Condo Unit for Sale in Ortigas Center, San Antonio, Pasig | Olin at Jade Drive...","San Antonio, Pasig","Note: TCP is inclusive of parking  Experience living where all you need is within reach! Olin at Jade Drive is a 52-storey residential property that boasts of a strategic location that gives access to all the elements of modern, upbeat living for young homeowners. Nestled in the heart of Ortigas Center, Olin places you in the vicinity of offices, malls, schools, hospitals, and entertainment centers. Designed to let you pursue your passion for success, Olin comes with a co-working space right inside it for convenience. It also lets you enjoy life more with all the amenities like pools, gyms, garden lounges, and function halls. Live the modern condo lifestyle you deserve with Olin at Jade Drive!  Nearby Transportation:  MRT-3 Ortigas Station – 1.2km (15 mins) MRT-3 Shaw Blvd. Station – 1.3km (18 mins) SM Megamall UV Express Terminal – 900m (11 mins) SM Megamall Bus Terminal – 1.1km (14 mins) Future Ortigas North Subway Station – 600m (8 mins) Future Ortigas South Subway Station – 1.1km (15 mins) Future MRT-4 Meralco Ave. Station – 800m (11 mins)   Tower Highlights & Building Elevation:  52 Levels 43 Residential Floors: Low Zone: Levels 10-31| High Zone: Levels 32-54 1 Ground Floor with Retail 1 Amenity Floor (Level 9) 7 Podium Parking Levels (Levels 2-8) 2 Basement Parking Levels 5 Elevators 1,245 Residential Units 318 Parking Units   Below are the standard payment schemes for Olin at Jade Drive:  SPOT CASH: 90/10 - 90% spot (30 days) - 10% upon turnover - 10% discount on the Total List Price (TLP)  PROGRESSIVE SCHEMES a) 10/20/70  10% spot (30 days) 20% over 72 months 70% balance payable after the last monthly amortization 1.5% discount on the Total List Price (TLP)   b) 10/5/85  10% spot (30 days) 5% over 72 months 85% balance payable after the last monthly amortization 1% discount on the Total List Price (TLP)   c) 15/85  15% over 72 months 85% balance payable after the last monthly amortization   BULK PAYMENTS  Discount of 0.75% for bulk payments for purchase of two (2) to four (4) units Discount of 1.5% for purchase of five (5) and more Applicable for units purchased at the same time / second time but within six (6) months after the purchase of the first unit   Address: Jade Drive corner Exchange Road, Ortigas Center, Brgy. San Antonio, Pasig City, 1605 Metro Manila HLURB LTS No. NCR-012 Turnover Date: December 2029",https://www.lamudi.com.ph/studio-condo-unit-for-sale-in-ortigas-center-san-a-170805858532.html,"₱8,208,000",buy,1,1,23,,14.582707,121.061458,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_VuH9czNCmKE3grXG-uP0NjCeLZcjIzdCn_-SNr9Jxp8nMFlG9ZDNvrSLPF_IqEwbE_fsZPM2iSty8AhAa5CZSqStKGRQjje8DIzyrArh6Mv2or_vgScXs9SuJdw55hTYlktkJhmrRIzyjxi6ykw?stp=s2048x1536&ccb=10-5&oh=00_AfABtFj_fttKvwyiUO0Z1cAFvi7XXE91inaL3BXRUg1zmQ&oe=660CF548&_nc_sid=201bca,"(121.063869, 14.582726)",0.259808748,3.45
"2BR Condo Unit for Sale in Ortigas CBD, Pasig | Residences at The Galleon (20E)","Ortigas CBD, Pasig","Note: TCP is inclusive of parking  The Galleon is a two-tower, mixed-use development of modern design having Offices and Residential spaces for sale, which is a unique offering within the heart of the Ortigas Central Business District. Residences at The Galleon is a collection of 43 floors of generous, luxury residential units comprised of 1- and 2-bedroom layouts crowned with 5 bi-level, penthouse suites on the top floor. Inside the residential tower, there are a multitude of amenities for every residents' enjoyment, from a relaxing swim at the lap pool to an intimate screening at the mini theater.  Moreover, the Offices and Residences sit on top of a retail podium with stores and cafes. Experience comfort, leisure, and entertainment right at your doorsteps. Welcome aboard Residences at The Galleon. We are a growing and thriving community that promotes completeness, innovation, sustainability, and quality. Not just built for visual impact, it is truly a home worthy of the most memorable individuals, couples, and families.    HLURB LTS No. 018 Turnover Date: 2028 Launched in 2020",https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-cbd-pasig-resid-170830593891.html,"₱38,995,000",buy,2,2,114,,14.583771,121.059675,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-BGwOXglEImZk4pHIf4Ty_9SK495earhjcgm2-baahmFcYhmdXu3ur2nONkkm5xTxlr0s3TQaDah0CuK-5eYGpBreiwo8Z3ynRbxCA_AiryllIg6TqYj6y4mpVGbIuNa5ESHC3LWeS9-407nDAC3Y?stp=s2048x1536&ccb=10-5&oh=00_AfBRxsaM39c1uc6HyVMj_VN8oN3Y0mdazBPrpbN2bFcMGg&oe=660D071B&_nc_sid=201bca,"(121.063841, 14.583712)",0.448957792,3.24
"3% PDC Discount Promo! 1 Bedroom with Balcony Condo Unit for Sale in Ugong, Pasig | T...","Ugong, Pasig","3% discount for standard payment term and 1% discount for promo termsThe Fifth at Ortigas 8/F Unit L 1 Bedroom with Balcony Luna Tower  Nestled within the bustling Ortigas Center, The Fifth, a luxury residential project by Megaworld's Global Estate-Resorts, Inc. (GERI), offers an ideal sanctuary for young professionals, millennials, and start-up families. This development comprises two towers that seamlessly blend the comforts of condominium living with the allure of a resort-inspired and suburban lifestyle. With over 700 units to choose from, including studio, one-bedroom, and two-bedroom options, The Fifth presents a diverse range of living spaces to cater to various preferences.  Address: Ortigas Center, Brgy. Ugong, Pasig City, Metro Manila TLS#: NCR-025 Turnover Date: January 31, 2028 Total No. of Buildings: 2 Total No. of Units: Luna Tower - 357 | Astra Tower - 436",https://www.lamudi.com.ph/3-pdc-discount-promo-1-bedroom-with-balcony-condo-170493522879.html,"₱14,708,000",buy,1,1,58,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"3% PDC Discount Promo! 1 Bedroom with Balcony Condo Unit for Sale in Ugong, Pasig | T...","Ugong, Pasig","3% discount for standard payment term and 1% discount for promo termsThe Fifth at Ortigas 25/F Unit G 1 Bedroom with Balcony Luna Tower  Nestled within the bustling Ortigas Center, The Fifth, a luxury residential project by Megaworld's Global Estate-Resorts, Inc. (GERI), offers an ideal sanctuary for young professionals, millennials, and start-up families. This development comprises two towers that seamlessly blend the comforts of condominium living with the allure of a resort-inspired and suburban lifestyle. With over 700 units to choose from, including studio, one-bedroom, and two-bedroom options, The Fifth presents a diverse range of living spaces to cater to various preferences.  Address: Ortigas Center, Brgy. Ugong, Pasig City, Metro Manila TLS#: NCR-025 Turnover Date: January 31, 2028 Total No. of Buildings: 2 Total No. of Units: Luna Tower - 357 | Astra Tower - 436",https://www.lamudi.com.ph/3-pdc-discount-promo-1-bedroom-with-balcony-condo-170493524143.html,"₱15,309,000",buy,1,1,58,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"3% PDC Discount Promo! 1 Bedroom with Balcony Condo Unit for Sale in Ugong, Pasig | T...","Ugong, Pasig","3% discount for standard payment term and 1% discount for promo termsThe Fifth at Ortigas 15/F Unit N 1 Bedroom with Balcony Luna Tower  Nestled within the bustling Ortigas Center, The Fifth, a luxury residential project by Megaworld's Global Estate-Resorts, Inc. (GERI), offers an ideal sanctuary for young professionals, millennials, and start-up families. This development comprises two towers that seamlessly blend the comforts of condominium living with the allure of a resort-inspired and suburban lifestyle. With over 700 units to choose from, including studio, one-bedroom, and two-bedroom options, The Fifth presents a diverse range of living spaces to cater to various preferences.  Address: Ortigas Center, Brgy. Ugong, Pasig City, Metro Manila TLS#: NCR-025 Turnover Date: January 31, 2028 Total No. of Buildings: 2 Total No. of Units: Luna Tower - 357 | Astra Tower - 436",https://www.lamudi.com.ph/3-pdc-discount-promo-1-bedroom-with-balcony-condo-170493525379.html,"₱14,920,000",buy,1,1,58,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"3% PDC Discount Promo! 2-Bedroom with Balcony Condo Unit for Sale in Ugong, Pasig | T...","Ugong, Pasig","3% discount for standard payment term and 1% discount for promo termsThe Fifth at Ortigas 9/F Unit K 2-Bedroom with Balcony Luna Tower  Bedroom: Master Bedroom, 2nd Bedroom, and Maid's Room T&B: 1 Master T&B, 1 Common, 1 Maid’s T&B  Nestled within the bustling Ortigas Center, The Fifth, a luxury residential project by Megaworld's Global Estate-Resorts, Inc. (GERI), offers an ideal sanctuary for young professionals, millennials, and start-up families. This development comprises two towers that seamlessly blend the comforts of condominium living with the allure of a resort-inspired and suburban lifestyle. With over 700 units to choose from, including studio, one-bedroom, and two-bedroom options, The Fifth presents a diverse range of living spaces to cater to various preferences.  Address: Ortigas Center, Brgy. Ugong, Pasig City, Metro Manila TLS#: NCR-025 Turnover Date: January 31, 2028 Total No. of Buildings: 2 Total No. of Units: Luna Tower - 357 | Astra Tower - 436",https://www.lamudi.com.ph/3-pdc-discount-promo-2-bedroom-with-balcony-condo-170493524536.html,"₱26,483,000",buy,2,2,103,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"3% PDC Discount Promo! 2-Bedroom with Balcony Condo Unit for Sale in Ugong, Pasig | T...","Ugong, Pasig","3% discount for standard payment term and 1% discount for promo termsThe Fifth at Ortigas 7/F Unit D 2-Bedroom with Balcony Luna Tower  Bedroom: Master Bedroom, 2nd Bedroom, and Maid's Room T&B: 1 Master T&B, 1 Common, 1 Maid’s T&B  Nestled within the bustling Ortigas Center, The Fifth, a luxury residential project by Megaworld's Global Estate-Resorts, Inc. (GERI), offers an ideal sanctuary for young professionals, millennials, and start-up families. This development comprises two towers that seamlessly blend the comforts of condominium living with the allure of a resort-inspired and suburban lifestyle. With over 700 units to choose from, including studio, one-bedroom, and two-bedroom options, The Fifth presents a diverse range of living spaces to cater to various preferences.  Address: Ortigas Center, Brgy. Ugong, Pasig City, Metro Manila TLS#: NCR-025 Turnover Date: January 31, 2028 Total No. of Buildings: 2 Total No. of Units: Luna Tower - 357 | Astra Tower - 436",https://www.lamudi.com.ph/3-pdc-discount-promo-2-bedroom-with-balcony-condo-17049352569.html,"₱26,330,000",buy,2,2,103,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"3% PDC Discount Promo! 1 Bedroom with Balcony Condo Unit for Sale in Ugong, Pasig | T...","Ugong, Pasig","3% discount for standard payment term and 1% discount for promo termsThe Fifth at Ortigas 17/F Unit F 1 Bedroom with Balcony Luna Tower  Nestled within the bustling Ortigas Center, The Fifth, a luxury residential project by Megaworld's Global Estate-Resorts, Inc. (GERI), offers an ideal sanctuary for young professionals, millennials, and start-up families. This development comprises two towers that seamlessly blend the comforts of condominium living with the allure of a resort-inspired and suburban lifestyle. With over 700 units to choose from, including studio, one-bedroom, and two-bedroom options, The Fifth presents a diverse range of living spaces to cater to various preferences.  Address: Ortigas Center, Brgy. Ugong, Pasig City, Metro Manila TLS#: NCR-025 Turnover Date: January 31, 2028 Total No. of Buildings: 2 Total No. of Units: Luna Tower - 357 | Astra Tower - 436",https://www.lamudi.com.ph/3-pdc-discount-promo-1-bedroom-with-balcony-condo-170493525498.html,"₱15,007,000",buy,1,1,58,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
"3% PDC Discount Promo! 1 Bedroom with Balcony Condo Unit for Sale in Ugong, Pasig | T...","Ugong, Pasig","3% discount for standard payment term and 1% discount for promo termsThe Fifth at Ortigas 21/F Unit L 1 Bedroom with Balcony Luna Tower  Nestled within the bustling Ortigas Center, The Fifth, a luxury residential project by Megaworld's Global Estate-Resorts, Inc. (GERI), offers an ideal sanctuary for young professionals, millennials, and start-up families. This development comprises two towers that seamlessly blend the comforts of condominium living with the allure of a resort-inspired and suburban lifestyle. With over 700 units to choose from, including studio, one-bedroom, and two-bedroom options, The Fifth presents a diverse range of living spaces to cater to various preferences.  Address: Ortigas Center, Brgy. Ugong, Pasig City, Metro Manila TLS#: NCR-025 Turnover Date: January 31, 2028 Total No. of Buildings: 2 Total No. of Units: Luna Tower - 357 | Astra Tower - 436",https://www.lamudi.com.ph/3-pdc-discount-promo-1-bedroom-with-balcony-condo-170493517781.html,"₱15,180,000",buy,1,1,58,,14.582943,121.072573,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8dPYJImYxW67gVFX8gxIiydAFBvPxAfqtFxqWNRubafu8tTdd_ubZjYTwyeFmuMS9Iql9X5tqBxJHD51CLSREeNbF5Itjw8eDt1F5qGeI0-B_xcLete8NPf0pKRsw6d7vJkBiI2fnC5zekvCr-sik?stp=s2048x1152&ccb=10-5&oh=00_AfC7_QhybQF5AEOmIqIX38drq069n7sL0JgiiyupPUecfQ&oe=660CFC37&_nc_sid=201bca,"(121.072581, 14.584165)",0.135210581,3.24
