id,confidenceScore,imageUrl,imageFile,safetyScore,calculatedScores,coordinates,city
MrDJhKyFDLmbGHgRr2v2,"['4', '4', '3', '5', '3']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque015365.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=FebfGeFKZTTlbC%2FKuLTkfRAuobUIXzWzt65vewceDsuztQyr5jk8%2BKvIm9mY%2FN2OLo1uO%2FC02IGjmvUL02UOScFkdBiB1I0GM8nVCAEtHnMmJMvP7O9EKKBODqKwmJxtJr4mvBCqPRaohrYdaYeZFVlmrbBARJOumiqpaaAdobKJMXsA%2BTmeYJgFQTM1hcLxx3rsgPgSwdQCqzP13Y%2Fsq9hooUeOxG20nK21FOctRm%2F8vV%2FkrMm%2Bmcv93hIYbl5GdzuXiKvBbL1LD2vePsNbcT5cKkTp8oKbfc7RORguuRiQ4oL8IAo9L8x2YMacAglXGSYVPSrD5rwtCAllNZSoEg%3D%3D,dataset/base/10.jpg,"['2', '3', '3', '4', '3']",3.93,"121.045035, 14.460236",paranaque
yoz1WHpLfVJA3WxGJyDI,"['3', '5', '4', '1', '4']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque018313.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=U4pf3uxnY%2FBOmigZyu%2Blx%2BOQa1Iah4YTkFpTdUpMWXM6d%2FaUnWrwagiwl76j%2F9A9F3ar34FGIZsZLQXTwtePC%2FW0jGMrBEdjjFgZIfZMickHpBs7G5R5SakI6BoWrT4rCUy0obdFcV2sP%2Fr13budssfR24Wm74PRzrzDZPFm2%2Bc290rihabNozvZruT1b0fM7t53ftfzGVXty6D68LSJl1HCpalT8F%2BgDIMSPB9DTuQXOju2JaTOTbaaf87dV%2B4TD5IdidzOpPNhrOCKKRyxbiSlBBABeikTYAAPWPsGWA9w1bwBIjMm0k3v40t7tnDKGSa1uQHJ36DNADw9KerjVw%3D%3D,dataset/base/11.jpg,"['2', '5', '4', '2', '2']",3.66,"121.045343, 14.462678",paranaque
iGc1t55xApUj43jRKZN4,"['4', '4', '3', '2', '4']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque019432.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=ga68D6WHTJ5HJPRhDaywwQ2w78tLYVePceKyIRgJ5OHye7Zxc1bP1mfnX8w72x0n6sIqROZuLgC2J6qdl4SIgrcIqYmPKftcqJKnURbj%2FnYSIhyXLCvdfWXefs9xPAOREZK0E%2BzMZL%2BKpPd1ng2bB5qor1TmJNRPaJFfyA8BcFReclakWxvqIg8q5PHAU1hv8BQyeW4JKUDsSflXwNzfKbX1lSYag90hjlRO70l49VWW8H7WJSwNO5M07fQvGFM4bYL7wGV%2BRG2v3pkFaVsR8wWR5IYRK8k3UcClHQ41tfh3Jr5SbXSOSDVy7p7ZIMauGHbJYnKNbh8yzc%2FFltizBg%3D%3D,dataset/base/12.jpg,"['2', '2', '3', '2', '2']",1.78,"121.044976, 14.465279",paranaque
7OlJhCfYNMKn5XYso7rQ,"['4', '4', '3', '4', '4']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque023845.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=RVvkKA1SJ4ZjWy8qNzOa2IEEiPTUQjf9DX4abwmvBKXbFlTV3%2F97TfWDIkvIrsRM8gSQKMME6s3hHyBKXQEq4u8o8AwRoiYmuYMYY8rOm5AOIbsTTZuKDb3oiNMRZJTz14wzGhA%2FtAG%2B0Dr57sbgPoAf2Me%2B7nz9iBJ%2F%2FVkkJJ240%2BOAA8DM6%2BaCK3v7pq8aAVDUJEM08jcR173vCgqdSSxn%2BLU6t9DWKYlg%2BxeHI%2Be8mQ95cmY5sYZll8JkSkiPDK2cxGpAhxg9%2BC8jhJncuICmPkIT%2BMnM%2BmrdcpE%2FGZRtB5v3fOBfZPfLtnU2GO%2F%2BC%2FOOoTHwVQTBHox76lYwNg%3D%3D,dataset/base/13.jpg,"['4', '4', '4', '2', '4']",4.74,"121.045114, 14.467464",paranaque
sWAEHDJRCuXGRDp67EBk,"['4', '5', '4', '4', '2']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque024956.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=hiAW0sMz7B18NH8wEUJXU6q%2FrvYT9cPbt7pgf%2BPxMUz%2BzxiF3WcrlIpdxud2bDACgNbaFr3J%2BIup%2FXW8JaT0PkoUKAUKU667yNXxSZWF1x7ofilnHm%2F7lf6ocuhODz0s58hWqVLNFGn00Qm6UuCAVELM5QDfojMB%2BJrZo1sSdNRSO9gj9pnUCZgkukpALmkC030yPbbZI9z67ozfkzwxvKG%2BlSLooR9CLl0ztFrD3m9Ts6lz2R%2BRvjHdNuO%2BzNGTz4jZ9uUFOadaDPnn%2F7l8SH0qp7fpM0GzfVbx4WHPlgc3jzWry0HaBQIX185QcqsdKVfIsUhiEEtIuFDJ%2Frpzjg%3D%3D,dataset/base/14.jpg,"['2', '2', '1', '2', '3']",1.4,"121.045355, 14.471921",paranaque
RStXMzVDd6Jf3me3qo2v,"['5', '4', '3', '3', '3']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque028962.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=D55rzsQLNI1JJ8KiSKYXBCfcTQAvb6Zt5ajuxs57m%2Fynq1i1%2BdQ1UhjmdovU5jG3YGrTj0482L%2BBiUhQ3AhP6tO8NfnLnTgFCOnRu7xq8Ca9AfQke1ENedNmDAUnkBFBpgdWUa7iXtL6Kj4JIlmpfFw6iGsSeiS%2FtqjH30bUIwEgqsicj2Hg1txuvTZrKgAMCUigbl0SKdSs3uMlQ6r6ARYeNSEx%2B9m5rCN25enBptdaP9ukrnDpJcnzJXspwznN30tzRBCgOZREdzLlffx4lTpkfJAgE%2B2Kxtgo1UXaoiYXadmXVVPuloIgfv5ttqJBrrnt%2FvI4wKXeq0kSiEhqCQ%3D%3D,dataset/base/15.jpg,"['2', '1', '3', '4', '3']",2.87,"121.044497, 14.469281",paranaque
Esa5nQFqHV7irVnqEjo5,"['3', '3', '3', '5', '4']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque029386.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=nKIOv3cbR0u5D4tR2ggpW9q6GU1UAbjGUh3VmXy1iXNpli9ZjYtKsNMJ%2F8khqrHZck2Rb6WmIkr6OKY%2BR%2FExgVYj1K6bpXmHVr4a5tRy5C1oOoS%2F%2F173Hhj2%2FPxSsAtW9jVrZhNNgjmfAIPmq9MegE41amNUGhq8M%2BKA01MNLJtAfLHknzzWEWTi%2FtmVipPkP8XZM%2BI9TKUlyWzuOK6NHEyEPjEBvqlBEaNLZnLt661Jeiw3VmgKMDS79L3%2BKpI6Wqn4eQnvrmyG%2BNapcHl5OVn7fNzWq5%2FBUqKs0nfMES9BgyKtJBfkJkWZLxX%2BQuCJAxQ0jSGq5hfYi8l0YsGJfA%3D%3D,dataset/base/16.jpg,"['4', '4', '4', '5', '4']",5.88,"121.042781, 14.476257",paranaque
V26pbwr0Innd0mKjnekA,"['3', '4', '3', '2', '3']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque030127.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=TX71NRN5tURGyDisN4JFqT6W16JbxC7oHZmE3B6iUxQ8HrwczgzLa8TX9nIAzxR2rIta4a09wrp6NupvXvDOcUsN4eqT7pk2XyTdyzzV4AMfeElSyoJDb93JKSGGPKsBNE1DcqP4%2FqxAKgP42Oi1c%2B0JtoXoZ8X%2FRlzef6kH03nhCa5F6ytost4sXglYW94aEmhZLFVSL%2FZHDUeVxFkivpsLvCGCSIB32TeToxrmpldohXSL0ZULlHx03vq0yRHWYuqam8xITqBgFw19k3Pn6TdXvReM58Lw867asGpEM%2FYd9iCdWHrDxGtMhNw5rlN2kD5sih0MHpDPhtbPJZS7tQ%3D%3D,dataset/base/17.jpg,"['3', '2', '5', '2', '4']",3.68,"121.040033, 14.476281",paranaque
BZEL2uWcs9Ik3C6bZyug,"['2', '1', '4', '3', '2']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque031104.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=lElTVgOr5KS6rkJWPJ6ANHOC9rxT2wh%2BpQm%2F75SbQyuCdZtUQACZuDVvzONpZBEGWqEk0IMY79Fu5nuew9fmhIbNgGMLm5PrFD9dcZwMNc1B8ulIIMHoNnE0gCulxIuQPD1yhdaPYoi5N399Ra5dEPk1DJtTvLKaQZtbEfvr41405%2BfT9Njggh7EdsqNTF6DpgbWBv3L1wnYpSRt5%2B5KUBY6D3ANUXjzooEAMj9%2BPqik3CwdnthCWs473V6bhX5vEU9rnbN%2B56yaXGFwKb2AS47FqUw2FrE5btPOpGkwAkhhFQSi%2Fl%2BuhAy4HDT%2BR6bJgMWke5RsXWSWmPeYD6hNrQ%3D%3D,dataset/base/18.jpg,"['4', '2', '4', '5', '4']",4.7,"121.03598, 14.482885",paranaque
umVXUEPrtvvkrY8yrSjg,"['3', '3', '5', '3', '4']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque034772.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=Bq1s5OUxQkZoVdlfS59r1Sp0Dms%2BJWsmgrug3j2Eere7zT36NQMTHYasc4vxqnXEuPhuaEAdJXRFKe5c%2FO6DC%2Fc%2F%2FutgS7qLRX0aDL8m8rTpJCG4a%2FfcILUkq%2Bdqv9EwTEJgHIwOE3s6BY6XY6dMM37adUUR4N8ukBbC7StoYGjc2i1NMzyBlptWzWI%2Fxhuc0xdkj863RHoftNYL5doA%2FvjW3jBpex99xsexOUoLIcNZRdGv7HDICt%2Bpb%2FGhsOg1MB2Pf7rwHIF4Pk%2F0ftgwDBbdZyciCK9PoKpRwb6Y9a5lA6v5FgNv%2BwcIrsxQ%2FiDrkA9L4cD6Cgw3NGgF8JKvyA%3D%3D,dataset/base/19.jpg,"['5', '3', '4', '4', '5']",5.85,"121.033627, 14.483703",paranaque
TwBxxjM7KKIeLj8IavNY,"['4', '4', '3', '4', '4']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque035006.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=MCsqDiVSbSHUUS85YKsDy1b55tLGQfVnI6BsFbN7SQgralBlcuLPO8HUhdiWWjHV%2B8%2BZyfJvK0BEN2W9m1YkmtNjct1cT2uSu6OlEf7jo0ILzLjCv7JPf1WZHO%2FWQtQlejH%2Fzw3R1HLeZNpPLF1N%2Fl7A%2BSxvFb1eOsvKqlxvCX1BvlLiETV%2FftoLsvxZ%2BMuW0D5Dl4qIybezoWk4B9neyYCypoiyIQnG5VUksdwdAjrKAD%2F4r%2FYsMSG5I3nowtGQxk2nZljkr2IKsbLGANtut6WrnA3YjMyWMX8SnWStbvGBjAHuSlBx2LWNBg6S3i9oH%2Bn3OSH4KLjIW8wCq0eMpg%3D%3D,dataset/base/20.jpg,"['4', '2', '3', '2', '4']",3.54,"121.037753, 14.483901",paranaque
0gvwkron8j0Pz2s9K7kr,"['4', '2', '2', '5', '4']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque035013.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=mq0uAwLZ8by7J%2BNzOdxrecP5P5xVVLeAoU%2BSR9nwSBlkM4285EkKsP0e8WvpaATNAX4c5f06dDLOKQ6UF7Sy47IxObauUTp5HPWVBgC9%2Fg22N1IgkAp2EBChLb9cKMHp25rvCBu1P%2FOaj2dUMXOUrUjJnUSs7w96jxa68Sv4s0D2hEUfLVcAgWi%2Fr70fceEEvl4iuKGLn34VI8O0Vjzt8nbqcO%2B5pEqCSZj%2Bvq%2F1PI%2F6uFh%2BtswlxIQuDLidqkHMRZ7ZWGm%2FLPYvLriDKiBKDq1TF8dhauSW0mBSBDIokwycPRpyvOtwqqbKL%2BK28k350D5Dmfex0MY%2BJ4loY%2FyR9g%3D%3D,dataset/base/21.jpg,"['4', '4', '4', '5', '4']",5.76,"121.041775, 14.485989",paranaque
qzTxxzvveol78oDXwlId,"['3', '5', '2', '2', '4']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque035536.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=UffaPq0gV%2BMZgITtvSTL5y%2BlDimhJOi7ztpQyQS8gD7WsinLyZSGir4Gfx0vb4SyiL7pPyaB4t%2BzUITQ7qR%2FTtTAia1kvg1U2eLcpzSb2kfI5nYjhb23kgQ%2BRgXsG0SPW%2Fal20uXQef8I6I3oK9T3sUZPoVQRFZ%2BsiQe6jwPKkFKHe0I0%2FHN7wzCNWJjxUy6yV9iqduuc8SRCaklQxz%2Bzu41Wi8jf0JYIkfeAr0nVLtHhVvUfeaorK5GnXGclia57a8lXMVH8aOl4MpxDP%2BgcBMnE8NunENG2aZO041QPJtQKHypsK04ZKXWRmYzv0nDdm4SCRudNDVTWLi5KLwhBQ%3D%3D,dataset/base/22.jpg,"['2', '2', '3', '3', '2']",2.04,"121.044554, 14.486168",paranaque
awNcF7J9R6hO8qxah1jV,"['4', '4', '4', '4', '3']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque036813.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=lQBOzREjAc9UNMdGnDg2mL7mGjBAFIMz2%2BHIT7JffnuLO3GQcugJQ3mewe7Og%2BsUfj3cgAGdBTXlYuPwA91FeC3x5usCnBtLm4vtS6j6UHCcI7TFcRPu%2FwAmojAjYUvBQrG%2BtaJwgcQ4EEiPtY2DEHSYBg7EiTxKNOSmlhHhE%2FpChRyo4vr86j6Ee8NYuG88x8kA0pyZqMS66Cp4tgVWi92y0sah1iz%2BFl3C94eEQIFzebmQsPNDRFahnj4IsTcylx%2FCUUxmH81CXYo8Clz5t3BOzKu%2FVVXSZYVJVE07q6prSf69AFxWUcLCkfarDmR1I2kd3lspCO8G7vpF1sRjlg%3D%3D,dataset/base/23.jpg,"['2', '4', '2', '4', '3']",3.54,"121.039061, 14.486467",paranaque
h4AAcAEYK5Oz9eKI9Pop,"['5', '4', '2', '4', '3']",https://storage.googleapis.com/crowdsourcing-434a9.appspot.com/paranaque038640.jpg?GoogleAccessId=firebase-adminsdk-50h5u%40crowdsourcing-434a9.iam.gserviceaccount.com&Expires=16730323200&Signature=MeAQ%2FTWrR4%2Fllwrj0wW7SHCci7sMFLpWVk9ClZrK0CMfnCIknCt15v29zS1xwcrOy5d6f1cPxvFyK46osJWqRUS8kj449hK5UseOCzrN%2BwDt4nD%2F3n4ytyQgh%2Fj46hBouXVhvUIHn5ct%2FtbRnihLUX%2FhS7dlyclzSho%2B%2BdcbEZsqxXFIpjNvvlQigjzwTSMi1cCz9fK1jAWlENS3kX%2BWpbhyyTn9D0nJA%2B8CzWxnkAR0A1N2UiY9zMhq7xJtcUBQojAK9J%2Bim49FJ3wPdiItFNHvnNNeyhXOE1GE9f3mLJ%2Bq2J%2BzXF2aNwj5Lxj%2BnFrIqrVzT0gQ29C0nDsGhhMAPw%3D%3D,dataset/base/24.jpg,"['5', '3', '3', '4', '3']",5.1,"121.037297, 14.487056",paranaque
