link,subdivision name,bedrooms,baths,floor area (m²),available from,broadband internet available,air conditioning,car spaces,classification,fully furnished,total floors,area address,built-in wardrobes,balcony,build (year),fully fenced,rooms (total),price,latitude,longitude,operation,type,block and lot/unit/floor number,price conditions,deposit / bond,sqm range,price range,gym,wi-fi,swimming pool,pay tv access,basketball court,jogging path,alarm system,lounge,entertainment room,parks,unit/floor number,floor,condominium name,cctv,basement parking,elevators,fire exits,function room,lobby,reception area,fire alarm,fire sprinkler system,24-hour security,garden,secure parking,tower name/number,bar,maid's room,playground,gymnasium,utility room,billiards table,business center,club house,fitness center,game room,meeting rooms,multi-purpose hall,shower rooms,sky lounge,smoke detector,social hall,study room,function area,open space,gazebos,shops,study area,carport,clubhouse,deck,gazebo,landscaped garden,multi-purpose lawn,parking lot,theater,daycare center,sauna,laundry area,courtyard,badminton court,tennis court,jacuzzi,central air conditioning,health club,indoor spa,outdoor spa,pool bar,indoor pool,drying area,floorboards,split-system heating,garage,remote garage,sports facilities,powder room,maids room,library,spa,clinic,open car spaces,intercom,ensuite,pond,amphitheater,gas heating,hydronic heating,indoor tree house,open fireplace,helipad,golf area,latitude.1,longitude.1,bathrooms,land size (m²),storage room,terrace,block and lot/unit number,driver's room,attic,basement,lanai,ducted cooling,ducted vacuum system,fireplace,volleyball court,block and lot
https://www.lamudi.com.ph/studio-type-room-for-rent-at-e-santos-apartments-p-169009002957.html,,1,1,17,,,,,,Yes,,,,,,,,"₱6,000",14.56362,121.085818,rent,apartment,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-apartment-in-1521-f-manalo-st-bambang-pasig-city.html,,1,1,,01/11/2021,,,,,No,,1521 F.Manalo St.Bambang Pasig City,,,,,,"₱8,000",14.555413,121.080087,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-type-apartment-unit-for-rent-in-kapasigan-pasig-city.html,,1,1,26,12/02/2023,,1,,,No,,"Afable, 1600 Pasig, Philippines",,,,1,,"₱10,000",14.565588,121.079012,rent,apartment,23,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/1-bedroom-space-for-rent-in-pasig-city-female-only.html,,1,1,,,,,,,No,,,,,,,,"₱5,000",14.576282,121.085049,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/shine-residences-for-rent-condo-sharing-in-ugong-pasig-city.html,Shine Residences,1,1,24,30/08/2017,,1,,,Yes,,,,,,,,"₱5,000",14.582943,121.072573,rent,apartment,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/room-for-rent-studio-type-de-castro-brgy-sta-lucia-pasig-city.html,De Castro,1,1,20,,,,,,No,,"# 4 Azucena St. De Castro Subd, Brgy Sta Lucia Pasig City",,,,,,"₱8,000",14.583952,121.101245,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-rent-luxury-modern-studio-unit-in-ortigas-near-jollibee-center-pasig.html,CDC Millennium Ortigas,1,1,40,20/11/2022,,1,,,Yes,,Sapphire Road,,,,,,"₱50,000",14.582707,121.061458,rent,apartment,31 floor,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/apartment-2-bedrooms-1-toilet-and-bath-for-rent-in-pasig-city.html,,2,2,1089,28/05/2022,,,,,No,,,,,,,,"₱40,000",14.590053,121.081755,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/las-villas-valle-verde-3br-apartment-for-rent-167627665073.html,Las Villa de Valle Verde 2,3,2,100,,,,,,No,,"Cataluna Bldg, Kaimito Street",,,,,,"₱40,000",14.582943,121.072573,rent,apartment,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/1br-apt-near-to-all-you-need-166228542283.html,de castro,1,1,20,04/09/2022,,,,,No,,,,,,,,No Price,14.583952,121.101245,rent,apartment,lirio street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-rent-house-and-lot-with-3-bedroom-at-pasig-cit-166600043083.html,Isla Homes 2 & 3,3,2,93,01/10/2022,,,,,No,,83 8th Street Isla Homes 2 and 3 Subdivision,,,,,,"₱18,000",14.549724,121.0977,rent,apartment,83 8th Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-apartment-with-1-t-b-for-rent-in-pasig-city-metro-manila.html,,2,,,09/07/2022,,,,,No,,,,,,,,"₱12,000",14.583952,121.101245,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/semi-furnished-3br-for-rent-in-valle-verde-2-pasig-167280466133.html,,3,1,60,,,1,,,No,,"Valle Verde 2 109 Eulogio Rodriguez Jr. Ave, Pasig, Metro Manila",,1,,,,"₱30,000",14.582943,121.072573,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-21sqm-condo-unit-for-sale-in-ortigas-center-171334023877.html,,1.0,1,21,01/12/2029,,,1,,,,,,,,,,"₱7,513,000",,,buy,condominium,,,,,,1,,1,,,,,1,,,1411,14th,Olin at Jade Drive,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582707,121.061458,,,,,,,,,,,,,,
https://www.lamudi.com.ph/25-in-5-years-60-months-promo-valid-until-june-30-171280441251.html,,2.0,2,104,31/01/2028,,,,Brand New,No,,,,1,,,,"₱28,812,000",,,buy,condominium,,,,,,1,,1,,,,,,,,20/F Unit H,,The Fifth,1,,1,1,,1,1,1,1,1,,,Luna,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-2-bedroom-condo-in-pasig-near-bgc-dmci-br-169759435817.html,,2.0,1,53,,1,1,,,,,,,1,,1,,"₱6,000,000",,,buy,condominium,,,,,,1,1,1,1,1,1,1,1,1,1,19th Floor,,Brixton Place,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.569208,121.060157,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-unit-for-sale-in-manggahan-pasig-city-at-ac-169830376328.html,,1.0,1,,,,,,,,,,,,,,,"₱3,300,000",,,buy,condominium,,,,,,,,1,,,,,1,,,,,Acacia Escalades,1,,1,1,1,1,1,1,1,1,1,,Building A,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.601887,121.093698,,,,,,,,,,,,,,
https://www.lamudi.com.ph/25-in-5-years-60-months-promo-valid-until-june-30-171280436124.html,,1.0,1,58,31/01/2028,,,,Brand New,No,,,,1,,,,"₱15,713,000",,,buy,condominium,,,,,,1,,1,,,,,,,,16/F Unit L,,The Fifth,1,,1,1,,1,1,1,1,1,,,Luna,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,,,,,,,,,,,,,,
