link,subdivision name,block and lot/unit/floor number,bedrooms,baths,floor area (m²),available from,alarm system,built-in wardrobes,floorboards,broadband internet available,pay tv access,air conditioning,central air conditioning,entertainment room,lounge,study room,wi-fi,swimming pool,tennis court,balcony,fully fenced,basketball court,sports facilities,jogging path,parks,area address,fully furnished,ducted cooling,build (year),rooms (total),total floors,price conditions,price range,car spaces,sqm range,classification,price,operation,land size (m2),latitude,longitude,type,gym,condominium name,tower name/number,cctv,elevators,fire exits,fitness center,function room,game room,lobby,reception area,24-hour security,landscaped garden,playground,unit/floor number,gymnasium,utility room,club house,drying area,powder room,smoke detector,daycare center,fire alarm,shops,study area,clubhouse,deck,garden,jacuzzi,multi-purpose lawn,pool bar,indoor pool,basement parking,intercom,laundry area,maid's room,meeting rooms,function area,open space,gazebos,garage,parking lot,shower rooms,multi-purpose hall,fire sprinkler system,gazebo,open car spaces,secure parking,theater,business center,health club,sky lounge,social hall,courtyard,pond,billiards table,bar,floor,ensuite,indoor spa,open fireplace,badminton court,carport,gas heating,deposit / bond,split-system heating,amphitheater,clinic,library,sauna,spa,hydronic heating,indoor tree house,maids room,remote garage,outdoor spa,helipad,golf area,latitude.1,longitude.1,bathrooms,land size (m²),driver's room,lanai,storage room,block and lot/unit number,terrace,volleyball court,ducted vacuum system,fireplace,attic,basement,block and lot
https://www.lamudi.com.ph/baclaran-para-aque-city-residential-building-apart-170140888348.html,,,10.0,,710.0,01/12/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱65,000,000",buy,,14.529416,120.997102,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/buy-now-apartment-for-sale-10-units-located-at-par-168847687590.html,,,10.0,10.0,,08/12/2023,,,,,,,,,,,,,,,1.0,,,,,,No,,,,,,,,,,"₱8,500,000",buy,,14.493719,120.984764,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/residential-building-for-sale-with-passive-income-169586862625.html,,,17.0,,710.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,No,,,,5.0,,,2.0,,,"₱65,000,000",buy,,14.529416,120.997102,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/commercial-building-171153377839.html,,,64.0,,4000.0,31/03/2024,,,,,,,,,,,,,,,,,,,,"Multinational Ave, Parañaque, Philippines",,,,,,,,,,,"₱260,000,000",buy,,14.492371,121.008496,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/5-storey-residential-building-in-baclaran-para-aqu-16987193022.html,,1101 17-de Marso St.,17.0,17.0,710.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,5.0,,,2.0,,,"₱65,000,000",buy,,14.529416,120.997102,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-year-old-apartment-for-sale-brgy-moonwalk-village-paranaque-city.html,MOONWALK VILLAGE,10/11,19.0,19.0,530.0,07/04/2022,,,,,,,,,,,,,,,,,,,,,,,2020.0,19.0,2.0,Negotiable,,,530,,"₱19,000,000",buy,,14.492371,121.008496,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/multiple-12-bedroom-apartment-building-for-sale-in-170062946675.html,,,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,"₱67,000,000",buy,,14.4521766,121.0245799,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/don-galo-apartment-166900921050.html,,,6.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,No,,,,,,,,,,No Price,buy,,14.509206,120.985714,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/6-door-apartment-w-penthouse-and-commercial-space-169451676249.html,,,8.0,,600.0,14/10/2023,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,No,,2020.0,6.0,4.0,,,2.0,,Resale,"₱26,000,000",buy,,14.509206,120.985714,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-472-sqm-apartment-near-sm-sucat-pananaque-city.html,,,10.0,10.0,472.0,18/02/2022,,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,A. Bonifacio Extension,No,,,,,,,,,,"₱24,000,000",buy,,14.493719,120.984764,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/nesh-and-grace-apartment-167402524169.html,,5,4.0,8.0,56.0,,,,,,,,,,,,,,,,1.0,,,,,,Yes,,,,,,,,,,"₱14,000,000",buy,,14.529416,120.997102,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-rent-4-bedroom-townhouse-in-san-antonio-valley-169824716811.html,San Antonio Valley 2,,4.0,2.0,120.0,25/10/2023,,,,,,,,,,,,,,,,1.0,,,,,No,,,,,,,,,,"₱25,000",rent,,14.468547,121.011835,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/small-type-capsule-room-for-rent-in-baclaran-paranaque-near-airport-moa-cod.html,,3014 Bayanihan St,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,"3014 Bayanihan St., Baclaran, Parañaque City",Yes,,,,,,,,,,"₱3,000",rent,,14.529416,120.997102,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/5-bedroom-staff-house-for-lease-at-sunny-place-tam-168957476693.html,Sunny Place Residence,8,5.0,5.0,320.0,20/03/2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,"₱180,000",rent,,14.516398,120.989915,apartment,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/commercial-residential-building-for-rent-at-multin-168447592035.html,Multinational Village,,4.0,4.0,1200.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,No,,,,,,,,,,"₱350,000",rent,,14.492371,121.008496,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/pl-12344-100-person-staffhouse-for-rent-in-paranaque-near-mall-of-asia.html,,,6.0,6.0,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱350,000",rent,,14.516398,120.989915,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2br-staff-house-unit-for-rent-at-atherton-dmci-167383113655.html,The Atherton,,2.0,1.0,53.0,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,"₱36,000",rent,,14.467199,121.024909,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/fully-furnished-studio-unit-for-rent-near-naia.html,,,1.0,1.0,26.0,24/09/2017,,,,,,1.0,,,,,,,,,1.0,,,,,"Bella Vista, Parañaque, NCR, Philippines",Yes,,,1.0,,,,1.0,,,"₱8,500",rent,,14.501556,121.00197,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/room-for-rent-in-tinzel-homes-paranaque-1.html,Tinzel Homes,,1.0,1.0,15.0,,,,,,,,,,,,,,,,1.0,,,,,,No,,,,,,,,,,"₱4,500",rent,,14.496788,121.043543,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-apartment-in-paranaque-for-rent.html,Better Living Subdivision,,1.0,1.0,30.0,,,,,,,,,,,,,,,,,,,,,Scotland Street,Yes,,,,,,,,,,"₱10,000",rent,,14.482705,121.024909,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/bedspace-in-b-f-paranaque-for-rent.html,,,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"₱4,000",rent,,14.4521766,121.0245799,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/room-with-2-beds-common-bath-with-wifi-electricity-168327248773.html,,,1.0,1.0,15.0,,,,,,,,,,,,,,,,1.0,,,,,,Yes,,,,,,,,,,"₱4,500",rent,,14.468547,121.011835,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/room-in-baclaran-near-city-of-dreams-for-rent.html,E-City Rooms,Room No. 1,1.0,1.0,,01/04/2020,,,,,,,,,,,,,,,1.0,,,,,2222 Saint Joseph Street,No,,,,,,,,,,"₱4,000",rent,,14.529416,120.997102,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-apartment-with-loft-in-para-aque-city-aerop-167850898795.html,Aeropark Subdivision,2nd Floor,1.0,1.0,80.0,01/04/2023,,,,,,1.0,,,,,,1.0,,,1.0,,,,,"Satellite, Parañaque, Philippines",Yes,,,1.0,,,,,,,"₱25,000",rent,,14.482705,121.024909,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/condo-sharing-of-2-units-avida-towers-2-occupants-per-unit-total-4-occupants.html,AVIDA TOWERS SUCAT,Tower 4 3U 3V,1.0,1.0,20.0,23/04/2022,1.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,1.0,,Along Dr Arcadio Santos Avenue in front of SM SUCAT. ,,,,,,,,,,,"₱12,000",rent,,14.493719,120.984764,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/location-oak-harbor-pasay-condominium-oak-harbor-sea-view-unit-type-2br.html,,,2.0,1.0,100.0,01/06/2022,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,1.0,OAK HARBOR ,Yes,,,,,,,,,,"₱100,000",rent,,14.509206,120.985714,apartment,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/3-big-rooms-167645290338.html,,,3.0,2.0,60.0,15/02/2023,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,"₱25,000",rent,,14.501556,121.00197,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/apartment-for-rent-in-don-bosco-paranaque-metro-ma-167901995694.html,,,2.0,1.0,70.0,,,,,,,,,,,,,,,,1.0,,,,,,No,,,,,,,,,,No Price,rent,,14.482705,121.024909,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/wanted-lady-bedspacer-for-rent-in-santo-nino-paranaque-city.html,,,1.0,1.0,12.0,03/11/2021,,,,,,,,,,,1.0,,,,,1.0,,,,,Yes,,,,,,,,,,"₱2,500",rent,,14.501556,121.00197,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/wanted-lady-bedspacer-in-sto-nino-paranaque-city.html,,,1.0,1.0,12.0,10/01/2022,,,,,,,,,,,1.0,,,,,,,,,,Yes,,,,,,,,,,"₱2,500",rent,,14.501556,121.00197,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/safe-and-clean-1-bdrm-unit-across-from-sm-bf-homes-paranaque-623608-29.html,BF Homes Parañaque,,1.0,1.0,30.0,01/02/2018,,1.0,,,,,,,,,,,,,,1.0,,,1.0,"Duhat St., Mon-El Subdivision",,,,3.0,,,,,,,No Price,rent,,14.4521766,121.0245799,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/apartment-rental-167289188680.html,Baltao Subdivision,,2.0,2.0,36.0,08/01/2023,,,,,,1.0,,,,,,,,,,,,,,"L. Garcia St 9707 Parañaque, Philippines",No,,,,,,,,,,"₱19,000",rent,,14.5091526,121.006287,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/affordable-newly-painted-room-for-rent-in-para-aqu-166013984867.html,,,1.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,"₱6,500",rent,,14.493719,120.984764,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/capsule-bedspace-166565091797.html,,,10.0,9.0,,,,,,,,,,,,,,,,,1.0,,,,,,No,,,,,,,,,,No Price,rent,,14.529416,120.997102,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/solo-room-for-rent-in-sucat-paranaque.html,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,"₱4,000",rent,,14.4521766,121.0245799,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/bedspace-for-ladies-167569423132.html,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,Yes,,,,,,,,,,"₱3,500",rent,,14.468547,121.011835,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-type-with-pool-for-pre-selling-in-edison-av-17080033293.html,,,1.0,1.0,26.5,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,Edison Ave Brgy Merville Paranaque City,Yes,,,,,,,,,,"₱6,700,000",buy,,14.50036834,121.0379509,condominium,1.0,Woodsville Crest,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,21-Apr,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499387,121.025633,,,,,,,,,,,,,
