link,subdivision name,bedrooms,baths,floor area (m²),available from,broadband internet available,air conditioning,car spaces,classification,fully furnished,total floors,area address,built-in wardrobes,balcony,build (year),fully fenced,rooms (total),price,latitude,longitude,operation,type,block and lot/unit/floor number,price conditions,deposit / bond,sqm range,price range,gym,wi-fi,swimming pool,pay tv access,basketball court,jogging path,alarm system,lounge,entertainment room,parks,unit/floor number,floor,condominium name,cctv,basement parking,elevators,fire exits,function room,lobby,reception area,fire alarm,fire sprinkler system,24-hour security,garden,secure parking,tower name/number,bar,maid's room,playground,gymnasium,utility room,billiards table,business center,club house,fitness center,game room,meeting rooms,multi-purpose hall,shower rooms,sky lounge,smoke detector,social hall,study room,function area,open space,gazebos,shops,study area,carport,clubhouse,deck,gazebo,landscaped garden,multi-purpose lawn,parking lot,theater,daycare center,sauna,laundry area,courtyard,badminton court,tennis court,jacuzzi,central air conditioning,health club,indoor spa,outdoor spa,pool bar,indoor pool,drying area,floorboards,split-system heating,garage,remote garage,sports facilities,powder room,maids room,library,spa,clinic,open car spaces,intercom,ensuite,pond,amphitheater,gas heating,hydronic heating,indoor tree house,open fireplace,helipad,golf area,latitude.1,longitude.1,bathrooms,land size (m²),storage room,terrace,block and lot/unit number,driver's room,attic,basement,lanai,ducted cooling,ducted vacuum system,fireplace,volleyball court,block and lot
https://www.lamudi.com.ph/income-generating-apartment-building-for-sale-in-d-168973232161.html,,30.0,,,17/07/2023,,,,,Yes,,,,,,,,55000000,14.612889,121.097996,buy,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/msg-30-0005-dasmari-as-foreclosed-apartment-170712916040.html,,1.0,,,,,,,,,,,,,,,,9553000,14.582707,121.061458,buy,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-3-storey-21-units-apartment-building-in-santolan-pasig.html,,21.0,21.0,,,,,,,No,3.0,Evangelista St.,,,,,21.0,65000000,14.613073,121.087967,buy,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/tastefully-designed-apartment-for-rent-at-valle-ve-171195327737.html,Valle Verde - Pasig,3.0,2.0,148.0,,,,,,,,,,,,,,"₱110,000",14.582317,121.072923,rent,apartment,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-apartment-corner-suite-unit-with-parking.html,DMA-Bautista Compound,2.0,1.0,80.0,15/02/2024,,,1.0,,No,2.0,,1.0,1.0,2018.0,1.0,2.0,"₱28,000",14.583952,121.101245,rent,apartment,201.0,negotiable,50000.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/condo-sharing-bedspacers-for-females-in-ortigas-center-pasig.html,,2.0,2.0,60.0,01/11/2019,1.0,1.0,,,,1.0,"Emerald Avenue, Ortigas Center",1.0,1.0,2012.0,,,"₱4,500",14.582707,121.061458,rent,apartment,33.0,,,60,4500-5000,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-rent-1-bedroom-apartment-manggahan-pasig-city-170903160829.html,,1.0,1.0,29.0,27/02/2024,,,,,No,,"1402 Malvar St., Cruz Robles, Manggahan, Pasig",,,,,,"₱8,500",14.601887,121.093698,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2br-apartment-for-rent-ligaya-pasig-lrt-santolan-a-170850846657.html,Agapito Subdivision,2.0,1.0,120.0,21/02/2024,1.0,,,,No,,,1.0,,,1.0,,"₱18,000",14.613073,121.087967,rent,apartment,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-unit-for-rent-at-rosario-pasig-free-wifi-10-170835006157.html,Eisen Catoc Compound,1.0,1.0,10.0,,,,,,No,2.0,,,,2015.0,1.0,,"₱6,500",14.588464,121.089097,rent,apartment,Unit 205,,13000.0,10,6500,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-unit-roof-deck-3rd-flr-rosario-pasig-city-f-170173996998.html,Eisen Catoc Compound,1.0,1.0,10.0,,,,,,No,2.0,,,,2015.0,,,"₱7,200",14.588464,121.089097,rent,apartment,Unit 203,,14000.0,10,7000,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/4-pax-new-modern-boutique-room-bed-space-in-pasig-city-near-bgc-ortigas.html,Corbell Flats,1.0,,17.0,,,1.0,,,Yes,,,,,,,,"₱4,200",14.565391,121.06934,rent,apartment,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-pax-new-modern-boutique-room-bed-space-in-pasig-city-near-bgc-ortigas.html,Corbell Flats,1.0,,15.0,,,1.0,,,Yes,,,,,,,,"₱5,500",14.565391,121.06934,rent,apartment,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/whole-5-storey-residential-apartment-building-in-k-167941523661.html,,22.0,,,24/03/2020,,,8.0,,No,,,,,,,,"₱450,000",14.569208,121.060157,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/spacious-2br-apartment-for-rent-at-valle-verde-6-p-168188340749.html,,2.0,2.0,110.0,,,1.0,,,,,,1.0,,,,,"₱57,000",14.590946,121.075788,rent,apartment,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/6-pax-new-modern-boutique-room-bed-space-in-pasig-city-near-bgc-ortigas.html,Corbell Flats,1.0,,22.0,07/01/2019,,1.0,,,Yes,,,1.0,,,,,No Price,14.565391,121.06934,rent,apartment,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/beehive-coliving-ph-condoshare-dorm-room-for-rent.html,,2.0,,150.0,,,,,,,,,,,,,,"₱3,500",14.583771,121.059675,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/ortigas-bedspace-condoshare-room-for-rent-apartment-dorm-dormitory-coliving-bed.html,,2.0,2.0,150.0,,,,,,No,,"Philippines, Pasig, Emerald Ave",,,,,,"₱3,500",14.583771,121.059675,rent,apartment,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-rent-condo-sharing-bedspacers-for-females-in-ortigas-center-in-pasig.html,,2.0,2.0,60.0,09/02/2021,1.0,1.0,,,,,"Emerald Avenue, Ortigas Center",1.0,,,,,"₱4,500",14.582707,121.061458,rent,apartment,31,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/new-modern-boutique-room-bed-space-pasig-city.html,,1.0,1.0,15.0,,,1.0,,,No,,"1 Sta. Rosa De Lima Ext., Bagong Ilog",,,,,,"₱8,500",14.565391,121.06934,rent,apartment,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/affordable-prime-ortigas-location-1-bedroom-25-sq-m.html,San Antonio,1.0,,25.0,,,1.0,,,Yes,,"27 General Atienza Street,",,,,,,"₱13,500",14.582707,121.061458,rent,apartment,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/ortigas-bedspace-condoshare-dorm-condosharing-apartment-room-rent-condo-share.html,,2.0,2.0,100.0,,,,,,,,,,,,,,"₱3,500",14.583771,121.059675,rent,apartment,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/affordable-prime-ortigas-pasig-location-1-bedroom-apartment.html,Corbell Place,1.0,1.0,31.0,,,1.0,,,,,,,,,,,"₱16,000",14.582707,121.061458,rent,apartment,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/affordable-prime-ortigas-location-apartment-studio-type-22-sq-m.html,San Antonio,1.0,,22.0,,,1.0,,,,,27 General Atienza Street,,,,,,"₱11,000",14.582707,121.061458,rent,apartment,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/pn55246-1st-storey-ground-floor-compound-for-rent-167886813732.html,Valle Verde - Pasig,3.0,2.0,60.8,,,,1.0,,Yes,,,,,,1.0,,"₱35,000",14.582943,121.072573,rent,apartment,Ground Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/room-for-rent-in-maybunga-pasig-city-metro-manila.html,,1.0,1.0,,17/03/2021,,,,,No,,"15 Jenny's Avenue, Maybunga, Pasig City",,,,,,"₱3,800",14.576282,121.085049,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/newly-built-lady-bedspace-near-santolan-lrt-2-stat-167619158263.html,,2.0,3.0,43.0,,,,,,Yes,,,1.0,,,,,"₱3,000",14.620333,121.089738,rent,apartment,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-type-room-for-rent-at-e-santos-apartments-p-169009002957.html,,1.0,1.0,17.0,,,,,,Yes,,,,,,,,"₱6,000",14.56362,121.085818,rent,apartment,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-apartment-in-1521-f-manalo-st-bambang-pasig-city.html,,1.0,1.0,,01/11/2021,,,,,No,,1521 F.Manalo St.Bambang Pasig City,,,,,,"₱8,000",14.555413,121.080087,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/studio-type-apartment-unit-for-rent-in-kapasigan-pasig-city.html,,1.0,1.0,26.0,12/02/2023,,1.0,,,No,,"Afable, 1600 Pasig, Philippines",,,,1.0,,"₱10,000",14.565588,121.079012,rent,apartment,23,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/1-bedroom-space-for-rent-in-pasig-city-female-only.html,,1.0,1.0,,,,,,,No,,,,,,,,"₱5,000",14.576282,121.085049,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/shine-residences-for-rent-condo-sharing-in-ugong-pasig-city.html,Shine Residences,1.0,1.0,24.0,30/08/2017,,1.0,,,Yes,,,,,,,,"₱5,000",14.582943,121.072573,rent,apartment,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/room-for-rent-studio-type-de-castro-brgy-sta-lucia-pasig-city.html,De Castro,1.0,1.0,20.0,,,,,,No,,"# 4 Azucena St. De Castro Subd, Brgy Sta Lucia Pasig City",,,,,,"₱8,000",14.583952,121.101245,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-rent-luxury-modern-studio-unit-in-ortigas-near-jollibee-center-pasig.html,CDC Millennium Ortigas,1.0,1.0,40.0,20/11/2022,,1.0,,,Yes,,Sapphire Road,,,,,,"₱50,000",14.582707,121.061458,rent,apartment,31 floor,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/apartment-2-bedrooms-1-toilet-and-bath-for-rent-in-pasig-city.html,,2.0,2.0,1089.0,28/05/2022,,,,,No,,,,,,,,"₱40,000",14.590053,121.081755,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/las-villas-valle-verde-3br-apartment-for-rent-167627665073.html,Las Villa de Valle Verde 2,3.0,2.0,100.0,,,,,,No,,"Cataluna Bldg, Kaimito Street",,,,,,"₱40,000",14.582943,121.072573,rent,apartment,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/1br-apt-near-to-all-you-need-166228542283.html,de castro,1.0,1.0,20.0,04/09/2022,,,,,No,,,,,,,,No Price,14.583952,121.101245,rent,apartment,lirio street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-rent-house-and-lot-with-3-bedroom-at-pasig-cit-166600043083.html,Isla Homes 2 & 3,3.0,2.0,93.0,01/10/2022,,,,,No,,83 8th Street Isla Homes 2 and 3 Subdivision,,,,,,"₱18,000",14.549724,121.0977,rent,apartment,83 8th Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/2-bedroom-apartment-with-1-t-b-for-rent-in-pasig-city-metro-manila.html,,2.0,,,09/07/2022,,,,,No,,,,,,,,"₱12,000",14.583952,121.101245,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/semi-furnished-3br-for-rent-in-valle-verde-2-pasig-167280466133.html,,3.0,1.0,60.0,,,1.0,,,No,,"Valle Verde 2 109 Eulogio Rodriguez Jr. Ave, Pasig, Metro Manila",,1.0,,,,"₱30,000",14.582943,121.072573,rent,apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.lamudi.com.ph/for-sale-2-bedroom-unit-j-in-haraya-residences-at-170625089386.html,,2.0,2.0,141.0,,,,2.0,,No,,,1.0,1.0,,,,"₱48,319,488",14.588464,121.089097,buy,condominium,,,,141-142 sqm,,1.0,,1.0,,,,1.0,1.0,,,Unit J,,Haraya Residences at Bridgetowne,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/3-bedroom-unit-at-the-velaris-residences-bridgetow-17120673077.html,,3.0,4.0,156.0,,,1.0,2.0,Brand New,Semi,,"Bridgetowne Boulevard, Brgy. Rosario, Pasig City",1.0,1.0,2025.0,,,"₱51,000,000",14.594486,121.08381,buy,condominium,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,6NP,6th,The Velaris Residences,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,South Tower 1,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
https://www.lamudi.com.ph/3-bedroom-unit-at-the-velaris-residences-bridgetow-17120673077.html,,3.0,4.0,156.0,,,1.0,2.0,Brand New,Semi,,"Bridgetowne Boulevard, Brgy. Rosario, Pasig City",1.0,1.0,2025.0,,,"₱51,000,000",14.594486,121.08381,buy,condominium,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,6NP,6th,The Velaris Residences,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,South Tower 1,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,14.588464,121.089097,,,,,,,,,,,,,,
